real_name,game_id,player_id,lichess_game_id,date_utc,white,black,white_elo,black_elo,result,player_color,player_result,eco,opening,total_moves,termination,time_control,variant,move_times_json
"IM Chan, Kim Yew",85,5,JvSfslQV,2026.06.08,Incognito-2,Smirnov85,2646,2568,0-1,black,win,C01,French Defense: Exchange Variation,54,Normal,180+0,Standard,"[""0:03:00"", ""0:03:00"", ""0:02:59"", ""0:03:00"", ""0:02:59"", ""0:02:59"", ""0:02:59"", ""0:02:58"", ""0:02:57"", ""0:02:57"", ""0:02:55"", ""0:02:54"", ""0:02:54"", ""0:02:54"", ""0:02:52"", ""0:02:52"", ""0:02:52"", ""0:02:52"", ""0:02:51"", ""0:02:51"", ""0:02:49"", ""0:02:47"", ""0:02:48"", ""0:02:47"", ""0:02:38"", ""0:02:33"", ""0:02:24"", ""0:02:30"", ""0:02:19"", ""0:02:29"", ""0:02:17"", ""0:02:23"", ""0:02:16"", ""0:02:21"", ""0:02:16"", ""0:02:19"", ""0:02:15"", ""0:02:18"", ""0:02:11"", ""0:02:12"", ""0:02:07"", ""0:02:05"", ""0:02:02"", ""0:02:03"", ""0:01:53"", ""0:02:02"", ""0:01:51"", ""0:01:55"", ""0:01:50"", ""0:01:54"", ""0:01:48"", ""0:01:48"", ""0:01:46"", ""0:01:45"", ""0:01:43"", ""0:01:40"", ""0:01:41"", ""0:01:38"", ""0:01:39"", ""0:01:38"", ""0:01:39"", ""0:01:36"", ""0:01:39"", ""0:01:34"", ""0:01:38"", ""0:01:31"", ""0:01:36"", ""0:01:28"", ""0:01:32"", ""0:01:27"", ""0:01:28"", ""0:01:24"", ""0:01:26"", ""0:01:19"", ""0:01:26"", ""0:01:13"", ""0:01:14"", ""0:01:13"", ""0:01:13"", ""0:01:08"", ""0:01:09"", ""0:01:05"", ""0:01:07"", ""0:01:05"", ""0:01:06"", ""0:01:03"", ""0:00:52"", ""0:01:03"", ""0:00:49"", ""0:00:57"", ""0:00:49"", ""0:00:55"", ""0:00:46"", ""0:00:53"", ""0:00:44"", ""0:00:53"", ""0:00:43"", ""0:00:52"", ""0:00:28"", ""0:00:52"", ""0:00:25"", ""0:00:52"", ""0:00:20"", ""0:00:51"", ""0:00:19"", ""0:00:50"", ""0:00:18"", ""0:00:50""]"
"IM Chan, Kim Yew",86,5,1FvIN5bX,2026.06.08,Smirnov85,MRSPARKY1,2560,2444,1-0,white,win,B23,Sicilian Defense: Closed,36,Time forfeit,180+0,Standard,"[""0:03:00"", ""0:03:00"", ""0:02:58"", ""0:02:59"", ""0:02:55"", ""0:02:58"", ""0:02:54"", ""0:02:58"", ""0:02:49"", ""0:02:58"", ""0:02:45"", ""0:02:57"", ""0:02:41"", ""0:02:57"", ""0:02:39"", ""0:02:55"", ""0:02:35"", ""0:02:54"", ""0:02:34"", ""0:02:53"", ""0:02:31"", ""0:02:52"", ""0:02:27"", ""0:02:51"", ""0:02:24"", ""0:02:45"", ""0:02:08"", ""0:02:01"", ""0:02:06"", ""0:02:01"", ""0:02:06"", ""0:02:00"", ""0:01:53"", ""0:01:58"", ""0:01:52"", ""0:01:36"", ""0:01:43"", ""0:01:04"", ""0:01:43"", ""0:00:59"", ""0:01:35"", ""0:00:55"", ""0:01:33"", ""0:00:44"", ""0:01:28"", ""0:00:44"", ""0:01:21"", ""0:00:38"", ""0:01:09"", ""0:00:29"", ""0:01:06"", ""0:00:24"", ""0:01:04"", ""0:00:19"", ""0:00:56"", ""0:00:16"", ""0:00:53"", ""0:00:12"", ""0:00:51"", ""0:00:11"", ""0:00:48"", ""0:00:07"", ""0:00:36"", ""0:00:05"", ""0:00:34"", ""0:00:03"", ""0:00:31"", ""0:00:02"", ""0:00:27"", ""0:00:00"", ""0:00:25""]"
"IM Chan, Kim Yew",87,5,aDmhfLDq,2026.06.08,JelenaZ,Smirnov85,2539,2548,0-1,black,win,B31,"Sicilian Defense: Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation",35,Normal,180+0,Standard,"[""0:03:00"", ""0:03:00"", ""0:02:59"", ""0:02:59"", ""0:02:57"", ""0:02:57"", ""0:02:56"", ""0:02:57"", ""0:02:54"", ""0:02:57"", ""0:02:53"", ""0:02:53"", ""0:02:51"", ""0:02:52"", ""0:02:47"", ""0:02:51"", ""0:02:44"", ""0:02:49"", ""0:02:43"", ""0:02:45"", ""0:02:42"", ""0:02:39"", ""0:02:41"", ""0:02:36"", ""0:02:39"", ""0:02:31"", ""0:02:36"", ""0:02:24"", ""0:02:23"", ""0:02:14"", ""0:02:22"", ""0:01:56"", ""0:02:20"", ""0:01:56"", ""0:02:19"", ""0:01:54"", ""0:02:17"", ""0:01:50"", ""0:02:11"", ""0:01:46"", ""0:02:09"", ""0:01:43"", ""0:02:04"", ""0:01:38"", ""0:01:45"", ""0:01:12"", ""0:01:42"", ""0:01:02"", ""0:01:34"", ""0:00:57"", ""0:01:33"", ""0:00:52"", ""0:01:31"", ""0:00:32"", ""0:01:29"", ""0:00:32"", ""0:01:25"", ""0:00:30"", ""0:01:24"", ""0:00:29"", ""0:01:12"", ""0:00:28"", ""0:01:12"", ""0:00:27"", ""0:01:10"", ""0:00:26"", ""0:01:09"", ""0:00:26"", ""0:01:08"", ""0:00:25""]"
"IM Chan, Kim Yew",88,5,5jI3asBb,2026.06.08,Smirnov85,JelenaZ,2535,2545,1-0,white,win,C47,Four Knights Game: Scotch Variation Accepted,33,Normal,180+0,Standard,"[""0:03:00"", ""0:03:00"", ""0:02:59"", ""0:02:59"", ""0:02:58"", ""0:02:58"", ""0:02:57"", ""0:02:56"", ""0:02:57"", ""0:02:55"", ""0:02:56"", ""0:02:54"", ""0:02:56"", ""0:02:53"", ""0:02:55"", ""0:02:52"", ""0:02:52"", ""0:02:51"", ""0:02:51"", ""0:02:50"", ""0:02:50"", ""0:02:44"", ""0:02:43"", ""0:02:41"", ""0:02:41"", ""0:02:39"", ""0:02:40"", ""0:02:38"", ""0:02:38"", ""0:02:34"", ""0:02:37"", ""0:02:33"", ""0:02:36"", ""0:02:30"", ""0:02:33"", ""0:02:28"", ""0:02:29"", ""0:02:22"", ""0:02:16"", ""0:02:10"", ""0:02:11"", ""0:02:08"", ""0:02:10"", ""0:02:07"", ""0:02:08"", ""0:02:06"", ""0:02:03"", ""0:01:51"", ""0:02:01"", ""0:01:50"", ""0:02:00"", ""0:01:45"", ""0:01:57"", ""0:01:43"", ""0:01:52"", ""0:01:41"", ""0:01:50"", ""0:01:38"", ""0:01:47"", ""0:01:35"", ""0:01:45"", ""0:01:33"", ""0:01:44"", ""0:01:30"", ""0:01:42""]"
"IM Chan, Kim Yew",89,5,Ea8mNOrK,2026.06.07,Smirnov85,aliardani,2640,1058,1-0,white,win,A40,Queen's Pawn Game: Modern Defense,31,Normal,30+2,Standard,"[""0:00:30"", ""0:10:00"", ""0:00:31"", ""0:09:59"", ""0:00:32"", ""0:09:56"", ""0:00:33"", ""0:09:57"", ""0:00:33"", ""0:09:57"", ""0:00:32"", ""0:09:46"", ""0:00:31"", ""0:09:42"", ""0:00:31"", ""0:09:26"", ""0:00:32"", ""0:09:09"", ""0:00:31"", ""0:08:47"", ""0:00:26"", ""0:08:32"", ""0:00:21"", ""0:08:27"", ""0:00:20"", ""0:08:05"", ""0:00:19"", ""0:07:42"", ""0:00:19"", ""0:07:20"", ""0:00:16"", ""0:07:22"", ""0:00:17"", ""0:07:21"", ""0:00:18"", ""0:07:19"", ""0:00:10"", ""0:07:15"", ""0:00:10"", ""0:07:11"", ""0:00:09"", ""0:07:07"", ""0:00:06"", ""0:07:02"", ""0:00:07"", ""0:06:53"", ""0:00:06"", ""0:06:52"", ""0:00:07"", ""0:06:41"", ""0:00:08"", ""0:06:38"", ""0:00:08"", ""0:06:34"", ""0:00:09"", ""0:06:34"", ""0:00:11"", ""0:06:28"", ""0:00:11"", ""0:06:24"", ""0:00:12""]"
"IM Chan, Kim Yew",90,5,1YLBOhHH,2026.06.07,Smirnov85,aliardani,2640,1058,1-0,white,win,B08,Pirc Defense: Classical Variation,58,Normal,30+2,Standard,"[""0:00:30"", ""0:10:00"", ""0:00:31"", ""0:10:00"", ""0:00:28"", ""0:09:58"", ""0:00:29"", ""0:09:59"", ""0:00:30"", ""0:09:59"", ""0:00:31"", ""0:09:54"", ""0:00:33"", ""0:09:55"", ""0:00:34"", ""0:09:54"", ""0:00:36"", ""0:09:55"", ""0:00:34"", ""0:09:49"", ""0:00:33"", ""0:09:39"", ""0:00:33"", ""0:09:17"", ""0:00:29"", ""0:09:15"", ""0:00:31"", ""0:09:16"", ""0:00:26"", ""0:09:15"", ""0:00:28"", ""0:09:09"", ""0:00:23"", ""0:08:58"", ""0:00:10"", ""0:08:52"", ""0:00:08"", ""0:08:37"", ""0:00:08"", ""0:08:38"", ""0:00:09"", ""0:08:25"", ""0:00:09"", ""0:08:23"", ""0:00:09"", ""0:08:21"", ""0:00:10"", ""0:08:08"", ""0:00:12"", ""0:08:02"", ""0:00:08"", ""0:07:41"", ""0:00:08"", ""0:07:09"", ""0:00:07"", ""0:07:02"", ""0:00:07"", ""0:07:01"", ""0:00:05"", ""0:06:41"", ""0:00:04"", ""0:06:39"", ""0:00:05"", ""0:06:34"", ""0:00:05"", ""0:06:25"", ""0:00:04"", ""0:06:25"", ""0:00:04"", ""0:06:22"", ""0:00:04"", ""0:06:18"", ""0:00:04"", ""0:06:06"", ""0:00:04"", ""0:06:07"", ""0:00:05"", ""0:06:06"", ""0:00:05"", ""0:05:55"", ""0:00:05"", ""0:05:53"", ""0:00:04"", ""0:05:53"", ""0:00:05"", ""0:05:52"", ""0:00:06"", ""0:05:51"", ""0:00:06"", ""0:05:50"", ""0:00:08"", ""0:05:52"", ""0:00:09"", ""0:05:53"", ""0:00:10"", ""0:05:52"", ""0:00:11"", ""0:05:50"", ""0:00:12"", ""0:05:51"", ""0:00:13"", ""0:05:42"", ""0:00:11"", ""0:05:37"", ""0:00:11"", ""0:05:38"", ""0:00:12"", ""0:05:29"", ""0:00:13"", ""0:05:31"", ""0:00:14"", ""0:05:33"", ""0:00:14"", ""0:05:31"", ""0:00:16""]"
"IM Chan, Kim Yew",91,5,hMRJGg1j,2026.06.07,Smirnov85,aliardani,2640,1058,1-0,white,win,B07,Pirc Defense: Kholmov System,40,Normal,60+2,Standard,"[""0:01:00"", ""0:10:00"", ""0:01:01"", ""0:10:01"", ""0:01:02"", ""0:10:02"", ""0:01:01"", ""0:10:03"", ""0:01:02"", ""0:10:04"", ""0:01:03"", ""0:10:05"", ""0:01:05"", ""0:10:07"", ""0:01:06"", ""0:10:09"", ""0:01:08"", ""0:10:07"", ""0:01:08"", ""0:10:09"", ""0:01:07"", ""0:10:07"", ""0:01:08"", ""0:10:07"", ""0:01:10"", ""0:10:05"", ""0:01:00"", ""0:09:49"", ""0:00:54"", ""0:09:46"", ""0:00:56"", ""0:09:44"", ""0:00:47"", ""0:09:36"", ""0:00:46"", ""0:09:35"", ""0:00:35"", ""0:09:33"", ""0:00:31"", ""0:09:27"", ""0:00:30"", ""0:09:25"", ""0:00:31"", ""0:09:18"", ""0:00:18"", ""0:09:14"", ""0:00:19"", ""0:09:14"", ""0:00:17"", ""0:09:05"", ""0:00:14"", ""0:08:53"", ""0:00:12"", ""0:08:41"", ""0:00:13"", ""0:08:32"", ""0:00:13"", ""0:08:34"", ""0:00:10"", ""0:08:32"", ""0:00:11"", ""0:08:29"", ""0:00:09"", ""0:08:25"", ""0:00:09"", ""0:08:23"", ""0:00:08"", ""0:08:15"", ""0:00:08"", ""0:08:15"", ""0:00:10"", ""0:08:14"", ""0:00:11"", ""0:08:13"", ""0:00:11"", ""0:08:12"", ""0:00:13"", ""0:08:13"", ""0:00:15""]"
"IM Chan, Kim Yew",92,5,tQ85D4qn,2026.06.07,Smirnov85,aliardani,2640,1058,1-0,white,win,B07,Pirc Defense: Kholmov System,78,Normal,60+2,Standard,"[""0:01:00"", ""0:10:00"", ""0:01:01"", ""0:10:00"", ""0:01:03"", ""0:10:00"", ""0:01:03"", ""0:10:01"", ""0:01:04"", ""0:10:03"", ""0:01:05"", ""0:10:02"", ""0:01:07"", ""0:10:03"", ""0:01:08"", ""0:10:03"", ""0:01:10"", ""0:10:04"", ""0:01:10"", ""0:10:05"", ""0:01:04"", ""0:09:52"", ""0:01:05"", ""0:09:48"", ""0:01:00"", ""0:09:37"", ""0:00:57"", ""0:09:06"", ""0:00:57"", ""0:09:05"", ""0:00:44"", ""0:09:01"", ""0:00:44"", ""0:08:42"", ""0:00:43"", ""0:08:38"", ""0:00:41"", ""0:08:37"", ""0:00:42"", ""0:08:31"", ""0:00:24"", ""0:08:23"", ""0:00:12"", ""0:08:01"", ""0:00:14"", ""0:07:53"", ""0:00:15"", ""0:07:52"", ""0:00:13"", ""0:07:40"", ""0:00:06"", ""0:07:24"", ""0:00:06"", ""0:07:18"", ""0:00:05"", ""0:07:13"", ""0:00:06"", ""0:07:08"", ""0:00:06"", ""0:07:07"", ""0:00:07"", ""0:06:58"", ""0:00:04"", ""0:06:50"", ""0:00:03"", ""0:06:49"", ""0:00:05"", ""0:06:47"", ""0:00:06"", ""0:06:45"", ""0:00:07"", ""0:06:44"", ""0:00:07"", ""0:06:32"", ""0:00:08"", ""0:06:27"", ""0:00:08"", ""0:06:18"", ""0:00:09"", ""0:06:16"", ""0:00:10"", ""0:06:17"", ""0:00:12"", ""0:06:19"", ""0:00:09"", ""0:06:19"", ""0:00:09"", ""0:06:19"", ""0:00:10"", ""0:06:20"", ""0:00:11"", ""0:06:19"", ""0:00:12"", ""0:06:13"", ""0:00:13"", ""0:06:11"", ""0:00:14"", ""0:06:12"", ""0:00:15"", ""0:06:11"", ""0:00:16"", ""0:06:11"", ""0:00:17"", ""0:06:03"", ""0:00:19"", ""0:06:04"", ""0:00:18"", ""0:06:05"", ""0:00:19"", ""0:06:05"", ""0:00:20"", ""0:06:05"", ""0:00:21"", ""0:06:05"", ""0:00:21"", ""0:06:07"", ""0:00:22"", ""0:06:06"", ""0:00:24"", ""0:06:08"", ""0:00:22"", ""0:06:09"", ""0:00:19"", ""0:06:03"", ""0:00:21"", ""0:06:05"", ""0:00:23"", ""0:06:06"", ""0:00:25"", ""0:06:08"", ""0:00:27"", ""0:06:10"", ""0:00:29"", ""0:06:11"", ""0:00:31"", ""0:06:11"", ""0:00:33"", ""0:06:12"", ""0:00:35"", ""0:06:13"", ""0:00:37"", ""0:06:14"", ""0:00:26"", ""0:06:07"", ""0:00:14"", ""0:06:04"", ""0:00:14"", ""0:06:05"", ""0:00:15"", ""0:06:02"", ""0:00:17"", ""0:06:03"", ""0:00:19"", ""0:06:03"", ""0:00:19""]"
"IM Chan, Kim Yew",93,5,XaXD75eQ,2026.06.07,Smirnov85,aliardani,2640,1058,1-0,white,win,B07,Pirc Defense: Kholmov System,61,Normal,60+2,Standard,"[""0:01:00"", ""0:10:00"", ""0:01:01"", ""0:09:59"", ""0:01:02"", ""0:09:56"", ""0:01:03"", ""0:09:45"", ""0:01:03"", ""0:09:44"", ""0:01:03"", ""0:09:43"", ""0:01:05"", ""0:09:44"", ""0:01:06"", ""0:09:45"", ""0:01:08"", ""0:09:27"", ""0:01:08"", ""0:09:23"", ""0:01:09"", ""0:09:23"", ""0:01:09"", ""0:09:17"", ""0:01:06"", ""0:08:59"", ""0:01:00"", ""0:08:49"", ""0:00:57"", ""0:08:37"", ""0:00:54"", ""0:08:30"", ""0:00:54"", ""0:08:06"", ""0:00:47"", ""0:07:58"", ""0:00:22"", ""0:07:49"", ""0:00:21"", ""0:07:26"", ""0:00:23"", ""0:07:21"", ""0:00:21"", ""0:07:04"", ""0:00:15"", ""0:06:33"", ""0:00:08"", ""0:06:27"", ""0:00:07"", ""0:06:01"", ""0:00:09"", ""0:05:48"", ""0:00:10"", ""0:05:49"", ""0:00:12"", ""0:05:50"", ""0:00:13"", ""0:05:42"", ""0:00:15"", ""0:05:35"", ""0:00:17"", ""0:05:35"", ""0:00:18"", ""0:05:33"", ""0:00:19"", ""0:05:31"", ""0:00:14"", ""0:05:30"", ""0:00:15"", ""0:05:29"", ""0:00:17"", ""0:05:28"", ""0:00:18"", ""0:05:22"", ""0:00:19"", ""0:05:18"", ""0:00:19"", ""0:05:19"", ""0:00:17"", ""0:05:18"", ""0:00:18"", ""0:05:17"", ""0:00:18"", ""0:05:15"", ""0:00:19"", ""0:05:10"", ""0:00:21"", ""0:05:12"", ""0:00:22"", ""0:05:10"", ""0:00:23"", ""0:05:05"", ""0:00:23"", ""0:05:00"", ""0:00:24"", ""0:05:00"", ""0:00:26"", ""0:04:48"", ""0:00:27"", ""0:04:50"", ""0:00:29"", ""0:04:49"", ""0:00:31"", ""0:04:51"", ""0:00:33"", ""0:04:52"", ""0:00:35"", ""0:04:52"", ""0:00:37"", ""0:04:47"", ""0:00:37"", ""0:04:46"", ""0:00:35"", ""0:04:45"", ""0:00:37"", ""0:04:46"", ""0:00:29"", ""0:04:42"", ""0:00:28"", ""0:04:30"", ""0:00:27""]"
"IM Chan, Kim Yew",94,5,J8zVXXYL,2026.05.06,okriak,Smirnov85,2727,2541,1-0,black,loss,B40,Sicilian Defense: French Variation,57,Time forfeit,180+0,Standard,"[""0:03:00"", ""0:03:00"", ""0:02:59"", ""0:02:59"", ""0:02:57"", ""0:02:57"", ""0:02:57"", ""0:02:54"", ""0:02:55"", ""0:02:54"", ""0:02:54"", ""0:02:52"", ""0:02:53"", ""0:02:47"", ""0:02:42"", ""0:02:46"", ""0:02:41"", ""0:02:45"", ""0:02:31"", ""0:02:21"", ""0:02:12"", ""0:02:19"", ""0:02:11"", ""0:02:14"", ""0:02:08"", ""0:02:10"", ""0:02:04"", ""0:01:50"", ""0:02:04"", ""0:01:39"", ""0:01:21"", ""0:01:39"", ""0:01:20"", ""0:01:38"", ""0:01:19"", ""0:01:12"", ""0:01:15"", ""0:01:11"", ""0:01:12"", ""0:01:11"", ""0:01:12"", ""0:01:05"", ""0:01:07"", ""0:01:01"", ""0:00:54"", ""0:00:56"", ""0:00:46"", ""0:00:52"", ""0:00:41"", ""0:00:38"", ""0:00:40"", ""0:00:35"", ""0:00:39"", ""0:00:34"", ""0:00:37"", ""0:00:33"", ""0:00:37"", ""0:00:31"", ""0:00:35"", ""0:00:29"", ""0:00:34"", ""0:00:28"", ""0:00:31"", ""0:00:22"", ""0:00:29"", ""0:00:22"", ""0:00:27"", ""0:00:19"", ""0:00:23"", ""0:00:18"", ""0:00:22"", ""0:00:17"", ""0:00:21"", ""0:00:14"", ""0:00:20"", ""0:00:13"", ""0:00:19"", ""0:00:11"", ""0:00:18"", ""0:00:10"", ""0:00:16"", ""0:00:10"", ""0:00:16"", ""0:00:09"", ""0:00:14"", ""0:00:08"", ""0:00:14"", ""0:00:08"", ""0:00:14"", ""0:00:08"", ""0:00:13"", ""0:00:07"", ""0:00:12"", ""0:00:06"", ""0:00:12"", ""0:00:05"", ""0:00:11"", ""0:00:04"", ""0:00:11"", ""0:00:03"", ""0:00:11"", ""0:00:02"", ""0:00:10"", ""0:00:02"", ""0:00:09"", ""0:00:02"", ""0:00:08"", ""0:00:02"", ""0:00:08"", ""0:00:01"", ""0:00:07"", ""0:00:00"", ""0:00:06""]"
"IM Chan, Kim Yew",95,5,dbpUOIy3,2026.05.06,Smirnov85,HumbleSeeker,2545,2832,0-1,white,loss,C43,"Petrov's Defense: Modern Attack, Center Attack",35,Normal,180+0,Standard,"[""0:03:00"", ""0:03:00"", ""0:02:59"", ""0:03:00"", ""0:02:57"", ""0:02:56"", ""0:02:52"", ""0:02:56"", ""0:02:46"", ""0:02:55"", ""0:02:43"", ""0:02:54"", ""0:02:39"", ""0:02:52"", ""0:02:29"", ""0:02:51"", ""0:02:28"", ""0:02:50"", ""0:02:28"", ""0:02:50"", ""0:02:09"", ""0:02:48"", ""0:01:50"", ""0:02:43"", ""0:01:49"", ""0:02:42"", ""0:01:42"", ""0:02:40"", ""0:01:41"", ""0:02:18"", ""0:01:40"", ""0:02:15"", ""0:01:36"", ""0:02:15"", ""0:01:35"", ""0:02:14"", ""0:01:22"", ""0:02:12"", ""0:01:20"", ""0:02:11"", ""0:01:19"", ""0:02:09"", ""0:01:01"", ""0:02:00"", ""0:00:58"", ""0:01:52"", ""0:00:57"", ""0:01:45"", ""0:00:57"", ""0:01:38"", ""0:00:52"", ""0:01:37"", ""0:00:50"", ""0:01:31"", ""0:00:46"", ""0:01:27"", ""0:00:37"", ""0:01:27"", ""0:00:37"", ""0:01:26"", ""0:00:35"", ""0:01:26"", ""0:00:32"", ""0:01:25"", ""0:00:31"", ""0:01:24"", ""0:00:30"", ""0:01:23"", ""0:00:27"", ""0:01:19""]"
"IM Chan, Kim Yew",96,5,M7514bMy,2026.05.06,Romsta,Smirnov85,2548,2532,0-1,black,win,A05,King's Indian Attack: Symmetrical Defense,51,Time forfeit,180+0,Standard,"[""0:03:00"", ""0:03:00"", ""0:02:59"", ""0:02:59"", ""0:02:58"", ""0:02:58"", ""0:02:57"", ""0:02:58"", ""0:02:57"", ""0:02:57"", ""0:02:57"", ""0:02:56"", ""0:02:56"", ""0:02:44"", ""0:02:54"", ""0:02:42"", ""0:02:51"", ""0:02:41"", ""0:02:48"", ""0:02:35"", ""0:02:43"", ""0:02:31"", ""0:02:40"", ""0:02:21"", ""0:02:36"", ""0:02:19"", ""0:02:34"", ""0:02:15"", ""0:02:07"", ""0:02:05"", ""0:02:00"", ""0:01:54"", ""0:01:58"", ""0:01:41"", ""0:01:57"", ""0:01:33"", ""0:01:53"", ""0:01:33"", ""0:01:49"", ""0:01:26"", ""0:01:44"", ""0:01:19"", ""0:01:29"", ""0:01:19"", ""0:01:24"", ""0:01:11"", ""0:01:16"", ""0:01:07"", ""0:00:53"", ""0:00:58"", ""0:00:44"", ""0:00:55"", ""0:00:35"", ""0:00:53"", ""0:00:33"", ""0:00:49"", ""0:00:29"", ""0:00:44"", ""0:00:22"", ""0:00:41"", ""0:00:21"", ""0:00:36"", ""0:00:20"", ""0:00:32"", ""0:00:17"", ""0:00:31"", ""0:00:16"", ""0:00:28"", ""0:00:14"", ""0:00:27"", ""0:00:12"", ""0:00:26"", ""0:00:11"", ""0:00:25"", ""0:00:09"", ""0:00:23"", ""0:00:08"", ""0:00:23"", ""0:00:07"", ""0:00:22"", ""0:00:05"", ""0:00:22"", ""0:00:03"", ""0:00:22"", ""0:00:03"", ""0:00:17"", ""0:00:03"", ""0:00:17"", ""0:00:02"", ""0:00:15"", ""0:00:02"", ""0:00:13"", ""0:00:01"", ""0:00:12"", ""0:00:01"", ""0:00:12"", ""0:00:01"", ""0:00:10"", ""0:00:01"", ""0:00:10"", ""0:00:00"", ""0:00:09""]"
"IM Chan, Kim Yew",97,5,oP9qWHAN,2026.05.06,Smirnov85,ignat_final,2521,2525,1-0,white,win,B03,Alekhine Defense: Exchange Variation,61,Normal,180+0,Standard,"[""0:03:00"", ""0:03:00"", ""0:02:58"", ""0:03:00"", ""0:02:57"", ""0:02:59"", ""0:02:55"", ""0:02:58"", ""0:02:54"", ""0:02:58"", ""0:02:52"", ""0:02:57"", ""0:02:51"", ""0:02:57"", ""0:02:49"", ""0:02:56"", ""0:02:47"", ""0:02:55"", ""0:02:40"", ""0:02:49"", ""0:02:33"", ""0:02:48"", ""0:02:30"", ""0:02:47"", ""0:02:04"", ""0:02:39"", ""0:02:01"", ""0:02:36"", ""0:01:58"", ""0:02:31"", ""0:01:52"", ""0:02:23"", ""0:01:51"", ""0:02:23"", ""0:01:50"", ""0:02:23"", ""0:01:46"", ""0:02:23"", ""0:01:46"", ""0:02:20"", ""0:01:45"", ""0:02:13"", ""0:01:38"", ""0:02:13"", ""0:01:25"", ""0:02:11"", ""0:01:22"", ""0:02:03"", ""0:01:12"", ""0:01:48"", ""0:01:08"", ""0:01:47"", ""0:01:06"", ""0:01:41"", ""0:01:03"", ""0:01:37"", ""0:00:46"", ""0:01:36"", ""0:00:46"", ""0:01:33"", ""0:00:46"", ""0:01:31"", ""0:00:43"", ""0:01:30"", ""0:00:41"", ""0:01:25"", ""0:00:40"", ""0:01:24"", ""0:00:39"", ""0:01:20"", ""0:00:38"", ""0:01:19"", ""0:00:37"", ""0:01:17"", ""0:00:36"", ""0:01:16"", ""0:00:36"", ""0:01:15"", ""0:00:36"", ""0:01:15"", ""0:00:35"", ""0:01:14"", ""0:00:35"", ""0:01:13"", ""0:00:35"", ""0:01:12"", ""0:00:35"", ""0:01:11"", ""0:00:34"", ""0:01:09"", ""0:00:32"", ""0:01:07"", ""0:00:32"", ""0:01:07"", ""0:00:31"", ""0:01:04"", ""0:00:29"", ""0:01:03"", ""0:00:29"", ""0:01:00"", ""0:00:28"", ""0:00:55"", ""0:00:27"", ""0:00:51"", ""0:00:26"", ""0:00:51"", ""0:00:26"", ""0:00:50"", ""0:00:26"", ""0:00:50"", ""0:00:26"", ""0:00:49"", ""0:00:26"", ""0:00:49"", ""0:00:25"", ""0:00:48"", ""0:00:25"", ""0:00:48"", ""0:00:25"", ""0:00:47"", ""0:00:25""]"
