real_name,game_id,player_id,lichess_game_id,date_utc,white,black,white_elo,black_elo,result,player_color,player_result,eco,opening,total_moves,termination,time_control,variant,move_times_json
"GM Vignesh, N R",47,1,E8GybWdN,2026.05.27,yoey29,Goodgoodchess,1987,2280,0-1,black,win,B92,"Sicilian Defense: Najdorf Variation, Opocensky Variation, Traditional Line",54,Normal,300+5,Standard,"[""0:05:00"", ""0:05:00"", ""0:05:03"", ""0:05:05"", ""0:05:07"", ""0:05:09"", ""0:05:11"", ""0:05:14"", ""0:05:16"", ""0:05:19"", ""0:05:21"", ""0:05:23"", ""0:05:23"", ""0:05:27"", ""0:05:15"", ""0:05:30"", ""0:05:19"", ""0:05:33"", ""0:05:17"", ""0:05:35"", ""0:04:43"", ""0:05:34"", ""0:04:18"", ""0:05:33"", ""0:04:20"", ""0:05:36"", ""0:04:24"", ""0:05:31"", ""0:04:24"", ""0:05:31"", ""0:03:50"", ""0:05:34"", ""0:03:20"", ""0:05:07"", ""0:02:56"", ""0:05:10"", ""0:03:00"", ""0:05:13"", ""0:02:21"", ""0:03:29"", ""0:02:08"", ""0:03:21"", ""0:02:09"", ""0:03:24"", ""0:01:55"", ""0:03:24"", ""0:01:13"", ""0:03:27"", ""0:00:55"", ""0:03:28"", ""0:00:59"", ""0:03:29"", ""0:00:42"", ""0:03:08"", ""0:00:14"", ""0:03:13"", ""0:00:19"", ""0:03:16"", ""0:00:20"", ""0:03:07"", ""0:00:16"", ""0:03:01"", ""0:00:16"", ""0:02:51"", ""0:00:21"", ""0:02:56"", ""0:00:25"", ""0:03:00"", ""0:00:15"", ""0:03:00"", ""0:00:19"", ""0:02:51"", ""0:00:22"", ""0:02:38"", ""0:00:25"", ""0:02:33"", ""0:00:26"", ""0:02:35"", ""0:00:10"", ""0:02:31"", ""0:00:09"", ""0:02:27"", ""0:00:12"", ""0:02:25"", ""0:00:15"", ""0:02:20"", ""0:00:19"", ""0:02:17"", ""0:00:15"", ""0:02:20"", ""0:00:17"", ""0:02:10"", ""0:00:21"", ""0:02:08"", ""0:00:24"", ""0:02:07"", ""0:00:26"", ""0:02:06"", ""0:00:30"", ""0:02:04"", ""0:00:29"", ""0:02:01"", ""0:00:31"", ""0:02:04"", ""0:00:31"", ""0:02:03"", ""0:00:32"", ""0:02:06""]"
"GM Vignesh, N R",48,1,XxTaGnOh,2026.05.27,evg85,Goodgoodchess,2823,2822,1-0,black,loss,B12,"Caro-Kann Defense: Advance Variation, Tal Variation",57,Normal,180+0,Standard,"[""0:03:00"", ""0:03:00"", ""0:02:59"", ""0:02:59"", ""0:02:57"", ""0:02:57"", ""0:02:55"", ""0:02:56"", ""0:02:54"", ""0:02:55"", ""0:02:54"", ""0:02:50"", ""0:02:49"", ""0:02:39"", ""0:02:48"", ""0:02:38"", ""0:02:47"", ""0:02:37"", ""0:02:47"", ""0:02:35"", ""0:02:46"", ""0:02:32"", ""0:02:45"", ""0:02:29"", ""0:02:43"", ""0:02:24"", ""0:02:37"", ""0:02:21"", ""0:02:31"", ""0:02:18"", ""0:02:30"", ""0:02:18"", ""0:02:25"", ""0:02:07"", ""0:02:23"", ""0:01:48"", ""0:02:19"", ""0:01:47"", ""0:02:19"", ""0:01:35"", ""0:02:17"", ""0:01:26"", ""0:02:10"", ""0:01:23"", ""0:02:09"", ""0:01:21"", ""0:02:02"", ""0:01:18"", ""0:01:50"", ""0:01:11"", ""0:01:44"", ""0:01:02"", ""0:01:42"", ""0:01:00"", ""0:01:39"", ""0:00:54"", ""0:01:34"", ""0:00:53"", ""0:01:34"", ""0:00:52"", ""0:01:26"", ""0:00:52"", ""0:01:25"", ""0:00:52"", ""0:01:23"", ""0:00:51"", ""0:01:23"", ""0:00:51"", ""0:01:22"", ""0:00:51"", ""0:01:14"", ""0:00:46"", ""0:01:12"", ""0:00:46"", ""0:01:10"", ""0:00:45"", ""0:01:08"", ""0:00:44"", ""0:01:07"", ""0:00:44"", ""0:01:06"", ""0:00:43"", ""0:01:04"", ""0:00:42"", ""0:01:03"", ""0:00:41"", ""0:00:59"", ""0:00:41"", ""0:00:57"", ""0:00:38"", ""0:00:56"", ""0:00:37"", ""0:00:55"", ""0:00:35"", ""0:00:53"", ""0:00:33"", ""0:00:52"", ""0:00:32"", ""0:00:51"", ""0:00:30"", ""0:00:50"", ""0:00:29"", ""0:00:49"", ""0:00:27"", ""0:00:47"", ""0:00:24"", ""0:00:46"", ""0:00:24"", ""0:00:45"", ""0:00:16"", ""0:00:41"", ""0:00:13"", ""0:00:40""]"
"GM Vignesh, N R",49,1,E7kzvIZV,2026.05.27,Goodgoodchess,okriak,2809,2730,1-0,white,win,C77,"Ruy Lopez: Morphy Defense, Anderssen Variation",58,Time forfeit,180+0,Standard,"[""0:03:00"", ""0:03:00"", ""0:02:57"", ""0:02:59"", ""0:02:55"", ""0:02:59"", ""0:02:54"", ""0:02:58"", ""0:02:53"", ""0:02:57"", ""0:02:52"", ""0:02:53"", ""0:02:51"", ""0:02:53"", ""0:02:51"", ""0:02:27"", ""0:02:48"", ""0:02:19"", ""0:02:44"", ""0:02:16"", ""0:02:43"", ""0:02:14"", ""0:02:31"", ""0:02:11"", ""0:02:16"", ""0:02:06"", ""0:02:13"", ""0:01:57"", ""0:02:04"", ""0:01:54"", ""0:02:00"", ""0:01:49"", ""0:01:57"", ""0:01:48"", ""0:01:51"", ""0:01:47"", ""0:01:50"", ""0:01:45"", ""0:01:48"", ""0:01:44"", ""0:01:44"", ""0:01:20"", ""0:01:43"", ""0:01:19"", ""0:01:37"", ""0:01:09"", ""0:01:32"", ""0:01:07"", ""0:01:28"", ""0:01:05"", ""0:01:28"", ""0:01:03"", ""0:01:25"", ""0:01:02"", ""0:01:21"", ""0:01:01"", ""0:01:15"", ""0:00:57"", ""0:01:11"", ""0:00:50"", ""0:01:08"", ""0:00:49"", ""0:00:41"", ""0:00:30"", ""0:00:37"", ""0:00:29"", ""0:00:35"", ""0:00:29"", ""0:00:32"", ""0:00:26"", ""0:00:31"", ""0:00:24"", ""0:00:26"", ""0:00:23"", ""0:00:22"", ""0:00:21"", ""0:00:18"", ""0:00:19"", ""0:00:16"", ""0:00:18"", ""0:00:15"", ""0:00:15"", ""0:00:14"", ""0:00:13"", ""0:00:12"", ""0:00:12"", ""0:00:12"", ""0:00:10"", ""0:00:10"", ""0:00:10"", ""0:00:08"", ""0:00:08"", ""0:00:08"", ""0:00:07"", ""0:00:07"", ""0:00:07"", ""0:00:07"", ""0:00:05"", ""0:00:06"", ""0:00:05"", ""0:00:05"", ""0:00:05"", ""0:00:04"", ""0:00:04"", ""0:00:04"", ""0:00:03"", ""0:00:03"", ""0:00:03"", ""0:00:03"", ""0:00:03"", ""0:00:02"", ""0:00:01"", ""0:00:02"", ""0:00:01"", ""0:00:02""]"
"GM Vignesh, N R",50,1,H9jURKC5,2026.05.27,BartoszSocko,Goodgoodchess,2769,2811,1/2-1/2,black,draw,A00,Hungarian Opening,65,Normal,180+0,Standard,"[""0:03:00"", ""0:03:00"", ""0:02:59"", ""0:02:59"", ""0:02:57"", ""0:02:54"", ""0:02:56"", ""0:02:53"", ""0:02:55"", ""0:02:52"", ""0:02:52"", ""0:02:49"", ""0:02:51"", ""0:02:48"", ""0:02:49"", ""0:02:44"", ""0:02:47"", ""0:02:19"", ""0:02:42"", ""0:02:10"", ""0:02:33"", ""0:02:09"", ""0:02:32"", ""0:02:01"", ""0:02:26"", ""0:02:00"", ""0:02:18"", ""0:01:57"", ""0:02:12"", ""0:01:55"", ""0:02:10"", ""0:01:49"", ""0:02:05"", ""0:01:47"", ""0:02:03"", ""0:01:44"", ""0:01:44"", ""0:01:43"", ""0:01:42"", ""0:01:43"", ""0:01:42"", ""0:01:36"", ""0:01:37"", ""0:01:22"", ""0:01:37"", ""0:01:21"", ""0:01:33"", ""0:01:21"", ""0:01:30"", ""0:01:15"", ""0:01:26"", ""0:01:13"", ""0:01:26"", ""0:01:12"", ""0:01:25"", ""0:01:06"", ""0:01:20"", ""0:01:01"", ""0:01:17"", ""0:01:00"", ""0:01:14"", ""0:00:52"", ""0:01:14"", ""0:00:51"", ""0:01:13"", ""0:00:50"", ""0:01:11"", ""0:00:46"", ""0:01:09"", ""0:00:44"", ""0:01:04"", ""0:00:40"", ""0:01:04"", ""0:00:39"", ""0:01:04"", ""0:00:34"", ""0:00:58"", ""0:00:32"", ""0:00:57"", ""0:00:32"", ""0:00:43"", ""0:00:31"", ""0:00:42"", ""0:00:31"", ""0:00:40"", ""0:00:26"", ""0:00:31"", ""0:00:25"", ""0:00:29"", ""0:00:23"", ""0:00:29"", ""0:00:21"", ""0:00:27"", ""0:00:20"", ""0:00:25"", ""0:00:20"", ""0:00:24"", ""0:00:19"", ""0:00:22"", ""0:00:19"", ""0:00:22"", ""0:00:15"", ""0:00:14"", ""0:00:14"", ""0:00:14"", ""0:00:13"", ""0:00:14"", ""0:00:12"", ""0:00:14"", ""0:00:12"", ""0:00:14"", ""0:00:12"", ""0:00:13"", ""0:00:11"", ""0:00:12"", ""0:00:10"", ""0:00:11"", ""0:00:09"", ""0:00:09"", ""0:00:09"", ""0:00:09"", ""0:00:08"", ""0:00:09"", ""0:00:07"", ""0:00:09"", ""0:00:07"", ""0:00:09"", ""0:00:06"", ""0:00:09""]"
"GM Vignesh, N R",51,1,u1ytmJZU,2026.05.24,Goodgoodchess,Fabsid,2793,2793,1-0,white,win,B19,"Caro-Kann Defense: Classical Variation, Lobron System",30,Normal,180+0,Standard,"[""0:03:00"", ""0:03:00"", ""0:02:58"", ""0:03:00"", ""0:02:57"", ""0:02:59"", ""0:02:57"", ""0:02:58"", ""0:02:57"", ""0:02:58"", ""0:02:57"", ""0:02:57"", ""0:02:56"", ""0:02:56"", ""0:02:56"", ""0:02:56"", ""0:02:56"", ""0:02:55"", ""0:02:56"", ""0:02:54"", ""0:02:56"", ""0:02:53"", ""0:02:56"", ""0:02:53"", ""0:02:55"", ""0:02:52"", ""0:02:54"", ""0:02:51"", ""0:02:53"", ""0:02:51"", ""0:02:52"", ""0:02:51"", ""0:02:52"", ""0:02:50"", ""0:02:52"", ""0:02:50"", ""0:02:52"", ""0:02:49"", ""0:02:50"", ""0:02:48"", ""0:02:50"", ""0:02:47"", ""0:02:49"", ""0:02:39"", ""0:02:47"", ""0:02:25"", ""0:02:37"", ""0:02:11"", ""0:02:11"", ""0:02:00"", ""0:01:45"", ""0:02:00"", ""0:01:42"", ""0:00:56"", ""0:01:31"", ""0:00:42"", ""0:01:07"", ""0:00:37"", ""0:01:02""]"
"GM Vignesh, N R",52,1,YeqYdonn,2026.05.24,ARM__55555,Goodgoodchess,2832,2810,1-0,black,loss,B12,"Caro-Kann Defense: Advance Variation, Tal Variation",32,Time forfeit,180+0,Standard,"[""0:03:00"", ""0:03:00"", ""0:02:58"", ""0:03:00"", ""0:02:58"", ""0:02:57"", ""0:02:57"", ""0:02:55"", ""0:02:55"", ""0:02:53"", ""0:02:55"", ""0:02:53"", ""0:02:54"", ""0:02:51"", ""0:02:51"", ""0:02:48"", ""0:02:49"", ""0:02:47"", ""0:02:47"", ""0:02:45"", ""0:02:46"", ""0:02:42"", ""0:02:39"", ""0:02:40"", ""0:02:33"", ""0:02:39"", ""0:02:15"", ""0:02:20"", ""0:02:07"", ""0:02:08"", ""0:02:07"", ""0:02:07"", ""0:02:03"", ""0:01:56"", ""0:01:57"", ""0:01:43"", ""0:01:47"", ""0:01:28"", ""0:01:47"", ""0:01:23"", ""0:01:39"", ""0:01:08"", ""0:01:36"", ""0:01:04"", ""0:01:29"", ""0:00:59"", ""0:01:18"", ""0:00:44"", ""0:01:14"", ""0:00:31"", ""0:01:10"", ""0:00:24"", ""0:01:09"", ""0:00:23"", ""0:00:52"", ""0:00:18"", ""0:00:46"", ""0:00:16"", ""0:00:40"", ""0:00:16"", ""0:00:39"", ""0:00:09"", ""0:00:37""]"
"GM Vignesh, N R",53,1,AjZ5u5WG,2026.05.24,Goodgoodchess,Fabsid,2812,2794,1/2-1/2,white,draw,B19,"Caro-Kann Defense: Classical Variation, Lobron System",56,Normal,180+0,Standard,"[""0:03:00"", ""0:03:00"", ""0:02:59"", ""0:03:00"", ""0:02:58"", ""0:02:59"", ""0:02:58"", ""0:02:59"", ""0:02:57"", ""0:02:58"", ""0:02:57"", ""0:02:57"", ""0:02:57"", ""0:02:57"", ""0:02:57"", ""0:02:56"", ""0:02:57"", ""0:02:56"", ""0:02:57"", ""0:02:55"", ""0:02:57"", ""0:02:54"", ""0:02:57"", ""0:02:54"", ""0:02:56"", ""0:02:54"", ""0:02:55"", ""0:02:53"", ""0:02:49"", ""0:02:52"", ""0:02:44"", ""0:02:51"", ""0:02:43"", ""0:02:51"", ""0:02:42"", ""0:02:50"", ""0:02:41"", ""0:02:49"", ""0:02:39"", ""0:02:48"", ""0:02:33"", ""0:02:39"", ""0:02:29"", ""0:02:39"", ""0:02:28"", ""0:02:35"", ""0:02:23"", ""0:02:33"", ""0:02:22"", ""0:02:31"", ""0:02:15"", ""0:02:31"", ""0:02:05"", ""0:02:27"", ""0:01:55"", ""0:02:23"", ""0:01:48"", ""0:02:22"", ""0:01:41"", ""0:02:20"", ""0:01:37"", ""0:02:19"", ""0:01:30"", ""0:02:18"", ""0:01:28"", ""0:02:15"", ""0:01:23"", ""0:02:09"", ""0:01:22"", ""0:02:08"", ""0:01:21"", ""0:02:03"", ""0:01:18"", ""0:02:02"", ""0:01:16"", ""0:02:02"", ""0:01:15"", ""0:01:50"", ""0:01:12"", ""0:01:47"", ""0:01:11"", ""0:01:40"", ""0:01:04"", ""0:01:39"", ""0:01:01"", ""0:01:27"", ""0:01:00"", ""0:01:26"", ""0:00:57"", ""0:01:26"", ""0:00:56"", ""0:01:19"", ""0:00:52"", ""0:01:18"", ""0:00:43"", ""0:01:18"", ""0:00:41"", ""0:01:08"", ""0:00:40"", ""0:01:06"", ""0:00:39"", ""0:01:04"", ""0:00:38"", ""0:01:03"", ""0:00:37"", ""0:01:03"", ""0:00:36"", ""0:01:02"", ""0:00:36"", ""0:01:02"", ""0:00:35""]"
"GM Vignesh, N R",54,1,BaJIlIGy,2026.05.24,Goodgoodchess,Chessbee111,2280,1749,1-0,white,win,D37,Queen's Gambit Declined: Three Knights Variation,31,Normal,600+5,Standard,"[""0:10:00"", ""0:10:00"", ""0:10:03"", ""0:10:02"", ""0:09:44"", ""0:10:04"", ""0:09:47"", ""0:10:07"", ""0:09:45"", ""0:09:59"", ""0:09:40"", ""0:09:59"", ""0:09:40"", ""0:10:00"", ""0:09:42"", ""0:10:05"", ""0:09:46"", ""0:10:04"", ""0:09:39"", ""0:10:06"", ""0:09:43"", ""0:10:08"", ""0:09:41"", ""0:09:48"", ""0:09:41"", ""0:09:35"", ""0:09:45"", ""0:09:29"", ""0:09:48"", ""0:09:33"", ""0:09:50"", ""0:09:35"", ""0:09:49"", ""0:09:24"", ""0:09:51"", ""0:09:23"", ""0:09:49"", ""0:09:24"", ""0:09:17"", ""0:09:27"", ""0:07:59"", ""0:09:24"", ""0:07:42"", ""0:09:16"", ""0:06:57"", ""0:09:09"", ""0:05:48"", ""0:09:00"", ""0:05:25"", ""0:08:38"", ""0:04:12"", ""0:08:28"", ""0:04:11"", ""0:08:12"", ""0:04:08"", ""0:08:15"", ""0:04:07"", ""0:08:15"", ""0:04:07"", ""0:08:12"", ""0:03:52""]"
"GM Vignesh, N R",55,1,Bjg8CltL,2026.05.24,Chessbee111,Goodgoodchess,1749,2280,0-1,black,win,B20,Sicilian Defense,30,Normal,600+5,Standard,"[""0:10:00"", ""0:10:00"", ""0:10:01"", ""0:10:01"", ""0:10:05"", ""0:10:04"", ""0:10:08"", ""0:10:07"", ""0:10:12"", ""0:10:06"", ""0:10:15"", ""0:09:50"", ""0:10:03"", ""0:09:54"", ""0:10:06"", ""0:09:57"", ""0:10:06"", ""0:09:58"", ""0:10:08"", ""0:09:58"", ""0:10:12"", ""0:09:57"", ""0:10:06"", ""0:10:01"", ""0:10:06"", ""0:09:57"", ""0:10:07"", ""0:09:57"", ""0:10:03"", ""0:09:55"", ""0:10:04"", ""0:09:53"", ""0:10:04"", ""0:09:49"", ""0:10:01"", ""0:09:49"", ""0:10:00"", ""0:09:53"", ""0:09:57"", ""0:09:53"", ""0:09:45"", ""0:09:46"", ""0:09:40"", ""0:09:50"", ""0:09:37"", ""0:09:49"", ""0:09:40"", ""0:09:51"", ""0:09:39"", ""0:08:53"", ""0:09:34"", ""0:08:34"", ""0:09:39"", ""0:08:22"", ""0:09:41"", ""0:08:21"", ""0:09:46"", ""0:08:24"", ""0:09:50"", ""0:08:22""]"
"GM Vignesh, N R",56,1,JSnCK6l9,2026.05.24,Goodgoodchess,Chessbee111,2280,1749,1-0,white,win,B30,Sicilian Defense: Old Sicilian,12,Normal,600+5,Standard,"[""0:10:00"", ""0:10:00"", ""0:10:02"", ""0:09:54"", ""0:10:00"", ""0:09:54"", ""0:10:00"", ""0:09:55"", ""0:10:05"", ""0:09:55"", ""0:10:07"", ""0:09:59"", ""0:09:51"", ""0:09:55"", ""0:09:54"", ""0:10:00"", ""0:09:59"", ""0:10:03"", ""0:10:02"", ""0:09:51"", ""0:10:04"", ""0:09:52"", ""0:09:13""]"
"GM Vignesh, N R",57,1,txpV4q7C,2026.05.24,Chessbee111,Goodgoodchess,1749,2280,0-1,black,win,D01,Rapport-Jobava System,37,Normal,600+5,Standard,"[""0:10:00"", ""0:10:00"", ""0:10:03"", ""0:10:03"", ""0:09:57"", ""0:10:05"", ""0:09:56"", ""0:10:07"", ""0:09:44"", ""0:10:10"", ""0:09:43"", ""0:10:13"", ""0:09:41"", ""0:10:16"", ""0:09:13"", ""0:09:58"", ""0:09:10"", ""0:09:54"", ""0:08:59"", ""0:09:52"", ""0:08:55"", ""0:09:20"", ""0:08:51"", ""0:09:23"", ""0:08:53"", ""0:09:27"", ""0:08:52"", ""0:09:31"", ""0:08:54"", ""0:09:31"", ""0:08:54"", ""0:09:34"", ""0:08:54"", ""0:09:33"", ""0:08:52"", ""0:09:36"", ""0:08:49"", ""0:09:35"", ""0:08:49"", ""0:09:04"", ""0:08:37"", ""0:09:05"", ""0:08:32"", ""0:09:03"", ""0:08:21"", ""0:09:01"", ""0:08:15"", ""0:08:54"", ""0:07:46"", ""0:08:57"", ""0:07:22"", ""0:08:50"", ""0:07:13"", ""0:08:18"", ""0:07:09"", ""0:08:21"", ""0:07:05"", ""0:08:23"", ""0:07:09"", ""0:08:22"", ""0:07:04"", ""0:08:24"", ""0:07:05"", ""0:08:20"", ""0:07:06"", ""0:08:22"", ""0:07:07"", ""0:08:25"", ""0:07:10"", ""0:08:02"", ""0:06:52"", ""0:07:59"", ""0:06:52"", ""0:07:55""]"
"GM Vignesh, N R",58,1,UtkSZf2B,2026.05.23,Xolopi,Goodgoodchess,2766,2814,1/2-1/2,black,draw,B22,Sicilian Defense: Alapin Variation,23,Normal,180+2,Standard,"[""0:03:00"", ""0:03:00"", ""0:03:01"", ""0:03:00"", ""0:03:02"", ""0:03:01"", ""0:03:03"", ""0:03:01"", ""0:03:05"", ""0:03:01"", ""0:03:05"", ""0:03:00"", ""0:03:06"", ""0:02:55"", ""0:03:06"", ""0:02:53"", ""0:03:08"", ""0:02:52"", ""0:03:08"", ""0:02:49"", ""0:03:07"", ""0:02:48"", ""0:03:04"", ""0:02:47"", ""0:02:56"", ""0:02:46"", ""0:02:49"", ""0:02:43"", ""0:02:49"", ""0:02:45"", ""0:02:36"", ""0:02:44"", ""0:02:37"", ""0:02:44"", ""0:02:35"", ""0:02:39"", ""0:02:30"", ""0:02:39"", ""0:02:21"", ""0:02:35"", ""0:02:09"", ""0:02:30"", ""0:01:05"", ""0:02:20"", ""0:00:58""]"
"GM Vignesh, N R",59,1,xywkVGqy,2026.05.22,shreyash_2007,Goodgoodchess,1952,2280,0-1,black,win,B92,"Sicilian Defense: Najdorf Variation, Opocensky Variation",32,Normal,300+5,Standard,"[""0:05:00"", ""0:05:00"", ""0:05:03"", ""0:05:03"", ""0:05:07"", ""0:05:09"", ""0:05:11"", ""0:05:12"", ""0:05:15"", ""0:05:16"", ""0:05:04"", ""0:05:20"", ""0:05:09"", ""0:05:19"", ""0:05:00"", ""0:05:21"", ""0:05:00"", ""0:05:13"", ""0:05:02"", ""0:05:12"", ""0:05:05"", ""0:05:15"", ""0:04:53"", ""0:04:49"", ""0:04:42"", ""0:04:43"", ""0:04:32"", ""0:04:43"", ""0:04:37"", ""0:04:42"", ""0:04:27"", ""0:04:34"", ""0:04:09"", ""0:04:38"", ""0:04:09"", ""0:04:36"", ""0:04:06"", ""0:04:41"", ""0:03:47"", ""0:04:27"", ""0:02:45"", ""0:04:29"", ""0:02:49"", ""0:04:00"", ""0:01:52"", ""0:03:47"", ""0:01:51"", ""0:03:40"", ""0:01:44"", ""0:03:43"", ""0:01:43"", ""0:03:25"", ""0:01:34"", ""0:03:21"", ""0:00:42"", ""0:02:38"", ""0:00:42"", ""0:02:42"", ""0:00:45"", ""0:02:45"", ""0:00:25"", ""0:02:01"", ""0:00:12"", ""0:02:01""]"
"GM Vignesh, N R",60,1,uYz5EgbK,2026.05.22,Goodgoodchess,shreyash_2007,2280,1952,1-0,white,win,D35,"Queen's Gambit Declined: Exchange Variation, Positional Variation",39,Normal,300+5,Standard,"[""0:05:00"", ""0:05:00"", ""0:05:04"", ""0:05:03"", ""0:05:07"", ""0:05:07"", ""0:05:07"", ""0:05:11"", ""0:05:10"", ""0:05:15"", ""0:05:13"", ""0:05:15"", ""0:05:17"", ""0:05:11"", ""0:05:20"", ""0:05:10"", ""0:05:23"", ""0:05:10"", ""0:05:26"", ""0:05:09"", ""0:05:26"", ""0:05:13"", ""0:05:29"", ""0:05:09"", ""0:05:27"", ""0:05:12"", ""0:05:26"", ""0:05:12"", ""0:05:19"", ""0:04:21"", ""0:05:18"", ""0:04:24"", ""0:05:20"", ""0:04:11"", ""0:05:19"", ""0:04:07"", ""0:05:19"", ""0:04:11"", ""0:05:15"", ""0:04:01"", ""0:05:20"", ""0:03:20"", ""0:04:57"", ""0:03:22"", ""0:04:35"", ""0:02:44"", ""0:04:14"", ""0:01:42"", ""0:04:05"", ""0:01:44"", ""0:04:05"", ""0:01:46"", ""0:03:24"", ""0:01:44"", ""0:03:28"", ""0:01:39"", ""0:03:19"", ""0:00:39"", ""0:03:19"", ""0:00:43"", ""0:03:22"", ""0:00:42"", ""0:03:20"", ""0:00:45"", ""0:03:23"", ""0:00:45"", ""0:03:16"", ""0:00:47"", ""0:03:18"", ""0:00:50"", ""0:03:23"", ""0:00:41"", ""0:03:26"", ""0:00:45"", ""0:03:23"", ""0:00:47"", ""0:03:26""]"
"GM Vignesh, N R",61,1,n01iWA7E,2026.05.21,Goodgoodchess,yoey29,2280,1987,1-0,white,win,E05,"Catalan Opening: Open Defense, Classical Line",30,Normal,300+5,Standard,"[""0:05:00"", ""0:05:00"", ""0:05:04"", ""0:05:04"", ""0:05:07"", ""0:05:08"", ""0:05:07"", ""0:05:12"", ""0:05:11"", ""0:05:17"", ""0:05:15"", ""0:05:20"", ""0:05:19"", ""0:05:24"", ""0:05:20"", ""0:05:28"", ""0:05:14"", ""0:05:30"", ""0:05:16"", ""0:05:33"", ""0:04:58"", ""0:05:28"", ""0:04:03"", ""0:05:33"", ""0:04:07"", ""0:04:19"", ""0:04:02"", ""0:04:16"", ""0:03:51"", ""0:04:11"", ""0:03:56"", ""0:04:05"", ""0:04:00"", ""0:04:09"", ""0:04:05"", ""0:03:58"", ""0:03:56"", ""0:03:03"", ""0:03:57"", ""0:03:06"", ""0:04:02"", ""0:03:03"", ""0:03:57"", ""0:01:55"", ""0:04:02"", ""0:01:38"", ""0:03:56"", ""0:01:37"", ""0:04:01"", ""0:00:54"", ""0:03:39"", ""0:00:31"", ""0:03:42"", ""0:00:15"", ""0:03:39"", ""0:00:18"", ""0:03:27"", ""0:00:19"", ""0:03:32""]"
"GM Vignesh, N R",62,1,uMzNPIcq,2026.05.21,yoey29,Goodgoodchess,1987,2280,0-1,black,win,A61,Benoni Defense: Knight's Tour Variation,38,Normal,300+5,Standard,"[""0:05:00"", ""0:05:00"", ""0:05:04"", ""0:05:04"", ""0:05:08"", ""0:05:09"", ""0:05:12"", ""0:05:14"", ""0:05:17"", ""0:05:18"", ""0:05:22"", ""0:05:23"", ""0:05:26"", ""0:05:27"", ""0:05:31"", ""0:05:31"", ""0:05:36"", ""0:05:33"", ""0:05:35"", ""0:05:37"", ""0:05:39"", ""0:05:40"", ""0:05:20"", ""0:05:04"", ""0:04:06"", ""0:05:03"", ""0:03:54"", ""0:04:33"", ""0:03:46"", ""0:04:35"", ""0:03:14"", ""0:04:40"", ""0:03:09"", ""0:04:23"", ""0:02:06"", ""0:03:59"", ""0:01:28"", ""0:03:25"", ""0:01:29"", ""0:02:46"", ""0:01:16"", ""0:02:48"", ""0:01:19"", ""0:02:49"", ""0:01:18"", ""0:02:54"", ""0:01:17"", ""0:02:52"", ""0:01:15"", ""0:02:45"", ""0:01:17"", ""0:01:35"", ""0:01:11"", ""0:01:22"", ""0:01:07"", ""0:01:26"", ""0:01:11"", ""0:01:31"", ""0:01:15"", ""0:01:34"", ""0:01:01"", ""0:01:38"", ""0:00:59"", ""0:01:41"", ""0:00:33"", ""0:01:38"", ""0:00:30"", ""0:01:41"", ""0:00:28"", ""0:01:45"", ""0:00:19"", ""0:01:45"", ""0:00:22"", ""0:01:49"", ""0:00:15"", ""0:01:47""]"
"GM Vignesh, N R",63,1,TOw45Npw,2026.05.21,vidipkumarkona,Goodgoodchess,2610,2814,0-1,black,win,A06,Zukertort Opening,55,Normal,180+0,Standard,"[""0:03:00"", ""0:03:00"", ""0:02:58"", ""0:02:59"", ""0:02:55"", ""0:02:59"", ""0:02:53"", ""0:02:56"", ""0:02:53"", ""0:02:54"", ""0:02:51"", ""0:02:52"", ""0:02:50"", ""0:02:51"", ""0:02:47"", ""0:02:50"", ""0:02:45"", ""0:02:48"", ""0:02:42"", ""0:02:47"", ""0:02:41"", ""0:02:43"", ""0:02:33"", ""0:02:40"", ""0:02:30"", ""0:02:39"", ""0:02:20"", ""0:02:38"", ""0:02:17"", ""0:02:35"", ""0:02:17"", ""0:02:34"", ""0:02:17"", ""0:02:24"", ""0:02:06"", ""0:02:23"", ""0:02:05"", ""0:02:16"", ""0:02:01"", ""0:02:15"", ""0:02:01"", ""0:02:14"", ""0:01:58"", ""0:02:03"", ""0:01:54"", ""0:01:57"", ""0:01:50"", ""0:01:52"", ""0:01:47"", ""0:01:52"", ""0:01:45"", ""0:01:46"", ""0:01:38"", ""0:01:42"", ""0:01:34"", ""0:01:39"", ""0:01:30"", ""0:01:35"", ""0:01:24"", ""0:01:35"", ""0:01:23"", ""0:01:32"", ""0:01:14"", ""0:01:26"", ""0:01:08"", ""0:01:09"", ""0:01:06"", ""0:01:08"", ""0:00:55"", ""0:01:08"", ""0:00:54"", ""0:01:07"", ""0:00:49"", ""0:01:07"", ""0:00:49"", ""0:00:56"", ""0:00:48"", ""0:00:50"", ""0:00:44"", ""0:00:46"", ""0:00:36"", ""0:00:42"", ""0:00:34"", ""0:00:37"", ""0:00:29"", ""0:00:36"", ""0:00:26"", ""0:00:34"", ""0:00:23"", ""0:00:33"", ""0:00:21"", ""0:00:29"", ""0:00:17"", ""0:00:28"", ""0:00:17"", ""0:00:25"", ""0:00:17"", ""0:00:24"", ""0:00:15"", ""0:00:23"", ""0:00:14"", ""0:00:22"", ""0:00:14"", ""0:00:21"", ""0:00:13"", ""0:00:20"", ""0:00:12"", ""0:00:19"", ""0:00:12"", ""0:00:18""]"
